Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Gordon's Direct","Green Adjective Gully > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741215/gordons-direct,3.4,-1,"Trad, TR","5.11b R",1,80,40.5741,-111.7543
"Headless Horseman","(i) The Fourth Horseman > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105790444/headless-horseman,3.4,-1,Sport,5.10d,1,80,44.3657,-121.143
"Star Dancer","Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714743/star-dancer,3.4,-1,"Sport, TR",5.8,1,105,43.88242,-103.46227
"Dr. Evil","Gotham City > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106446253/dr-evil,3.4,-1,Sport,5.10a,1,130,37.52751,-118.57443
"Plate Tectonics","Tectonic Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106065471/plate-tectonics,3.3,-1,Sport,5.10a,1,70,37.7301,-83.6318
"Steve's Arete","Hunchback Pinnacle > 3 - Windy Point East > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105738338/steves-arete,3.3,-1,Sport,5.11a,1,40,32.36722,-110.71557
"Aguja Celo Rey","Las Agujas (The Spires) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105914177/aguja-celo-rey,3.3,-1,Sport,5.10a,2,200,25.94738,-100.47773
"5 Gallon Buckets","(g) Morning Glory Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105789060/5-gallon-buckets,3.2,-1,Sport,5.8,1,60,44.36716,-121.14353
Boltergeist,"The Hideout > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106580228/boltergeist,3.3,-1,Sport,5.10a/b,1,105,37.73189,-83.63725
"Squid Kid","3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado",https://www.mountainproject.com/route/105755872/squid-kid,3.4,-1,Sport,5.10a,1,,39.0726,-106.4513
"Bikini Girls with Machine Guns","Vietnam > Valhalla > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105847535/bikini-girls-with-machine-guns,3.4,-1,Sport,5.11a/b,1,50,44.13974,-107.25794
"Comfortably Numb","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/105905196/comfortably-numb,3.6,-1,"Trad, TR",5.9,1,120,34.17948,-85.81775
Ruben,"Jimmywood > Foster Falls > Tennessee",https://www.mountainproject.com/route/109079486/ruben,3.5,-1,Sport,5.9,1,90,35.17715,-85.68247
"Valdez Overhang","Chopping Block > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714995/valdez-overhang,3.4,-1,"Sport, TR",5.9,1,40,43.88538,-103.46937
"The Hot Zone","The Catacomb > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105756643/the-hot-zone,3.4,-1,Sport,5.9-,1,,40.45337,-105.3695
"Divine Comedy","Dante's Wall > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868733/divine-comedy,3.3,-1,Sport,5.10a,1,65,36.14497,-115.42471
"Marauding Monkeys","Mt. Gorgeous > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106905068/marauding-monkeys,3.3,-1,Sport,5.11a,1,90,34.09567,-118.72976
"Howdy Doody Time","Dude's Throne > Golden Gate Canyon SP > Golden > Colorado",https://www.mountainproject.com/route/106958759/howdy-doody-time,3.3,-1,Sport,5.11b,1,80,39.86231,-105.41224
"School's Out","Slavery Wall > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105846613/schools-out,3.4,-1,Sport,5.10+,1,75,44.13247,-107.25718
Selam,"Lower Virgin > Virgin Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106333385/selam,3.4,-1,Sport,5.10a,1,130,25.95088,-100.47866
Lust,"Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761271/lust,3.3,-1,Sport,5.10c,1,90,39.999,-105.4122
"Under the Boardwalk","The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813238/under-the-boardwalk,3.3,-1,Sport,5.11a,1,50,36.1607,-115.44627
"Black Elk","Good Medicine Area > Ruth Lake > Uinta Mountains > Utah",https://www.mountainproject.com/route/105741140/black-elk,3.3,-1,Sport,5.10a,1,70,40.73091,-110.87835
"Taking the Bullet","Bridge Area > Maple Canyon Road > Maple Canyon > Utah",https://www.mountainproject.com/route/106129021/taking-the-bullet,3.4,-1,Sport,5.11a,1,90,39.555,-111.6832
"Borrowing From Tradition","Area 13 - Left Side > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/106173656/borrowing-from-tradition,3.5,-1,Sport,5.10b,1,90,37.78854,-118.91226
"Diamond In The Rough","Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105860768/diamond-in-the-rough,3.4,-1,Sport,5.10c,1,80,37.75195,-83.66364
"Steel Crazy","Southeast Face > The Fortress > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105738236/steel-crazy,3.3,-1,Sport,5.9,4,450,32.43213,-110.79756
"The Eldorado Coral Club","Big Kahuna Pillar > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106225449/the-eldorado-coral-club,3.4,-1,Sport,5.10+,1,100,44.1479,-107.2578
"Strike A Scowl","G) Diamond Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105963042/strike-a-scowl,3.3,-1,Sport,5.10,1,75,38.05317,-81.05956
"Beer Bong","Dream Land > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105846621/beer-bong,3.3,-1,Sport,5.10b,1,80,44.13293,-107.25738
Hungover,"Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105880594/hungover,3.4,-1,Sport,5.11b,1,80,37.51096,-118.57058
"The Scientist","Middle > Plotinus Wall > Lower Dream Canyon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105759351/the-scientist,3.3,-1,"Trad, Sport",5.11a/b,1,80,40.00677,-105.40642
"Slave to the Grind","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105939418/slave-to-the-grind,3.3,-1,Sport,5.11b,1,65,36.15597,-115.43663
"Wild Seed","5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106209593/wild-seed,3.4,-1,Sport,5.11a,1,70,38.06305,-81.06778
Centerpiece,"Bonsai > *Rumney > New Hampshire",https://www.mountainproject.com/route/105906870/centerpiece,3.3,-1,Sport,5.10d,1,70,43.80288,-71.83926
"Man Servant","Mr. Magoo Rock > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106048554/man-servant,3.3,-1,Sport,5.9+,1,55,36.0055,-93.2861
"Hound Dog","Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750661/hound-dog,3.3,-1,Sport,5.11a,1,,40.0011,-105.413
jasonbecker.com,"The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106169770/jasonbeckercom,3.3,-1,Sport,5.10-,1,50,38.6331,-105.2297
Commodus,"Roman Wall > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105970902/commodus,3.3,-1,Sport,5.10b,1,65,36.0118,-93.2922
G-String,"Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106711554/g-string,3.3,-1,Sport,5.11a,1,80,38.10049,-81.09596
"Return of Manimal","Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106061901/return-of-manimal,3.3,-1,Sport,5.10d,1,85,37.72482,-83.62612
"Claim Jumper","Central (Blooming Rose, Claim Jumper, and Winchester Walls) > OK Corral > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105841382/claim-jumper,3.3,-1,Sport,5.10c,1,60,42.57351,-108.71509
Dementia,"Happy Hour Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748412/dementia,3.3,-1,"Trad, TR",5.10a,1,,40.0033,-105.3939
Aerial,"North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735512/aerial,3.3,-1,Sport,5.11a,1,60,39.31633,-120.31906
"Clean Slate","Middle Area > The Peak’s Crag > San Francisco Peaks > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/110535353/clean-slate,3.3,-1,Sport,5.9,1,70,35.30686,-111.70529
"Pocket Puzzle","The Pond > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/105830204/pocket-puzzle,3.3,-1,Sport,5.10a,1,,33.3104,-111.06756
"Night Stick","Right Side > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328578/night-stick,3.3,-1,Sport,5.11b,1,60,39.7378,-105.3202
"Johnny B. Good","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106154626/johnny-b-good,3.3,-1,Sport,5.11a,1,80,37.65292,-83.71772
"Little Sheeba","Lamb Dome > Mariuolumne Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105916648/little-sheeba,3.3,-1,"Trad, TR",5.10a,1,90,37.87174,-119.42289
"Chihuahua Power","Lost Hawk > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105738506/chihuahua-power,3.3,-1,Sport,5.9,1,100,32.3704,-110.70788
Prototype,"Dr. Seuss / Prototype Wall > Reimers Ranch > Texas",https://www.mountainproject.com/route/105886196/prototype,3.3,-1,Sport,5.10c,1,,30.3623,-98.125
"The Angry Inch","The Pipeline > Left Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/106028095/the-angry-inch,3.3,-1,Sport,5.11b,1,40,39.5555,-111.687
"Introducing Meteor Dad","River Wall II > Longmont Reservoir Area (aka Buttonrock) > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/105754000/introducing-meteor-dad,3.3,-1,Sport,5.10d,1,70,40.229,-105.34538
Floaters,"1. First Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106550348/floaters,3.3,-1,Sport,5.10d,1,80,38.14319,-80.91967
Camel,"Cracked Wall > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/105737252/camel,3.3,-1,"Sport, TR",5.10b,1,50,35.30227,-120.69427
Tarantella,"Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106099156/tarantella,3.3,-1,Sport,5.10a,1,90,36.1022,-84.7184
"The Viewing","Coffin Buttress > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740639/the-viewing,3.3,-1,Sport,"5.10a R",1,100,40.5739,-111.771
Cottonmouth,"Cotton Top > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106886454/cottonmouth,3.3,-1,Sport,5.10a,1,60,38.11585,-81.14124
Metamorphosis,"Armed and Dangerous Area (Main Cliff Left) > *Rumney > New Hampshire",https://www.mountainproject.com/route/105959363/metamorphosis,3.2,-1,Sport,5.8+,1,,43.80203,-71.83678
"Mr. Magoo","Mr. Magoo Rock > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106048532/mr-magoo,3.6,-1,Sport,5.10c,1,55,36.0055,-93.2861
"Sacrificial Lizard","Main Wall > Jacks Canyon > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/105976171/sacrificial-lizard,3.3,-1,Sport,5.11a/b,1,60,34.7547,-111.062
Estrellita,"Las Estrellas Main Wall > Las Estrellas Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105961980/estrellita,3.1,-1,Sport,5.10+,12,1200,25.95042,-100.47577
"Love Stinks","Banana Belt > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105896599/love-stinks,3.6,-1,Sport,5.11a,1,115,37.51085,-118.56962
"The Dike Route","Pywiak Dome > Pywiack Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862957/the-dike-route,3.5,-1,"Trad, Sport","5.9 R",5,,37.8453,-119.444
"Winchester Pump","Central (Blooming Rose, Claim Jumper, and Winchester Walls) > OK Corral > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105841390/winchester-pump,3.3,-1,Sport,5.11a,1,65,42.57351,-108.71509
Intertwine,"5. Main Face > Crow Hill > Leominster Area > Massachusetts",https://www.mountainproject.com/route/105905517/intertwine,3.2,-1,"Trad, TR",5.8,1,45,42.51937,-71.85904
"Simple Simon","Super Bowl Wall > Rock Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106111104/simple-simon,3.5,-1,Sport,5.11b,1,30,40.2667,-111.6263
Limestoned,"Home Alone > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105853353/limestoned,3.3,-1,Sport,5.11a,1,60,44.08704,-107.31112
"Hip to the Jive","Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107379148/hip-to-the-jive,3.3,-1,Sport,5.11b,1,65,37.64919,-83.71343
"Spinney Dan","Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105748702/spinney-dan,3.3,-1,Sport,5.10c,1,,38.62148,-105.23217
"Best Seat In The House","The Balcony > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106068973/best-seat-in-the-house,3.2,-1,Sport,5.9,1,85,36.0947,-84.7083
"The Stretcher","05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730724/the-stretcher,3.3,-1,TR,5.9+,1,40,43.41359,-89.71252
"Popeye and the Raven","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105858078/popeye-and-the-raven,3.3,-1,Sport,5.10c,1,70,49.7049,-123.1378
"Light Within","Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105907306/light-within,3.3,-1,Sport,5.10c,1,70,37.51096,-118.57058
Suparete,"Redgarden - Below Lower Ramp > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",https://www.mountainproject.com/route/105749953/suparete,3.3,-1,"Trad, Sport",5.11b,1,,39.9309,-105.28548
Espresso,"Java Wall > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/105832745/espresso,3.3,-1,Sport,5.11a,1,90,34.12522,-118.92704
"Robotic Thumb","Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107892930/robotic-thumb,3.3,-1,Sport,5.10b,1,60,37.64919,-83.71343
"Mouse's Misery","08: Two Pines Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730865/mouses-misery,3.3,-1,"Trad, TR","5.10a R",1,80,43.41367,-89.7134
"Sunset Boulevard","The Bastille - W Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado",https://www.mountainproject.com/route/105756595/sunset-boulevard,3.2,-1,Sport,5.11b,1,,39.9304,-105.283
"Dancing Outlaw","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/107326739/dancing-outlaw,3.3,-1,Sport,5.9+,1,70,36.00881,-93.29549
"Prince of Darkness","Black Velvet Wall > 16-Black Velvet Canyon > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732458/prince-of-darkness,3.0,-1,"Trad, Sport",5.10c,6,700,36.03518,-115.46652
"Death Flake from HELL","Wall of Denial > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106818379/death-flake-from-hell,3.3,-1,Sport,5.10a,1,90,44.09938,-107.28902
"Dance of the Sugar-Plump Faeries","Shovel Point > Tettegouche SP (North Shore) > Minnesota",https://www.mountainproject.com/route/105831445/dance-of-the-sugar-plump-faeries,3.2,-1,TR,5.8,1,60,47.33971,-91.1876
"Bugs Bunny","The Bunny Slope > Sunshine > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106460410/bugs-bunny,3.2,-1,Sport,5.8,1,60,44.29596,-103.89038
"Haunted Hooks","Stone Wall > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820173/haunted-hooks,3.2,-1,Sport,5.10c,1,80,36.1558,-115.437
Funkdemental,"Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105754546/funkdemental,3.3,-1,Sport,5.11a,1,85,38.63213,-105.22238
"Hanging Judge","Wall of Justice > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105752059/hanging-judge,3.2,-1,Sport,5.11b,1,,39.7374,-105.3202
"Lovin' You is a Dirty Job","Upper Ice Caves (Feline area) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/109412189/lovin-you-is-a-dirty-job,3.2,-1,Sport,5.10a/b,1,100,39.71269,-107.69257
Phantasmagoria,"(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106807953/phantasmagoria,3.2,-1,Sport,5.10c,1,100,44.3696,-121.13916
"Angel's Arete","Bridge Buttress > Bridge Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105944188/angels-arete,3.5,-1,"Trad, TR","5.10a R",1,70,38.0718,-81.08006
"The Legend","Good Medicine Area > Ruth Lake > Uinta Mountains > Utah",https://www.mountainproject.com/route/105741143/the-legend,3.2,-1,Sport,5.10c,1,50,40.73091,-110.87835
"Trundle Trophy","(c) Left of the Roof > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/105904342/trundle-trophy,3.2,-1,Sport,5.10d,1,100,34.0169,-117.4166
"People's Choice","High Wire Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105749446/peoples-choice,3.1,-1,Sport,5.10,4,,39.7378,-105.3196
"Black Cat Bone","La Selva (Jungle Wall) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106072905/black-cat-bone,3.2,-1,Sport,5.10d,9,800,25.94838,-100.47698
Charybdis,"17: Hawk's Nest > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730940/charybdis,3.4,-1,"Trad, TR",5.7,1,90,43.41353,-89.7158
Snagglepuss,"Coco Crag > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/108781019/snagglepuss,3.2,-1,Sport,5.11a,1,80,36.14617,-115.42225
"Creature Feature","Phantasia > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105889536/creature-feature,3.2,-1,"Trad, Sport",5.9,1,100,37.84495,-83.64369
"Pulling Pockets","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105893126/pulling-pockets,3.2,-1,Sport,5.10d,1,50,37.7334,-83.6591
"Birch Tree Crack","05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730781/birch-tree-crack,3.2,-1,"Trad, TR",5.8,1,50,43.41359,-89.71252
"Octopus Garden in the Shade","Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105963366/octopus-garden-in-the-shade,3.2,-1,"Trad, TR",5.8,1,60,49.7081,-123.1346
"Johnny Can't Lead","Ghetto Wall > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/105895926/johnny-cant-lead,3.2,-1,Sport,5.11a,1,40,34.09524,-118.73109
"Amazing Face","Lower Tier > Boy Scout Rocks > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734633/amazing-face,3.2,-1,Sport,5.10a,1,90,37.8471,-121.9258
"Fool Effect","E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106046063/fool-effect,3.2,-1,Sport,5.9,1,120,38.05426,-81.06106
"First Kiss","(t) Kiss of the Lepers Buttress > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105852652/first-kiss,3.1,-1,Sport,5.7,5,450,44.37211,-121.14276
"Boob Loob","Right Side > OK Corral > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/106081874/boob-loob,3.2,-1,Sport,5.10b,1,75,42.573,-108.7155
Animation,"Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749785/animation,3.1,-1,Sport,5.8,1,100,39.99752,-105.41522
"Roof Burner","The East End > Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/105826245/roof-burner,3.2,-1,Sport,5.11-,1,,44.56911,-92.5209
Wotai,"The Erratic > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105862083/wotai,3.2,-1,Sport,5.10d,1,70,42.5904,-108.7396
Flakes,"Ed and Terry Wall > Rock Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741680/flakes,3.3,-1,"Trad, TR",5.7,1,110,40.2645,-111.6232
"Number 1 Super Guy","The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105758107/number-1-super-guy,3.2,-1,Sport,5.11a,1,,38.6331,-105.2297
"Birthday Crack","7.2.1 - Birthday Rocks > East Bluff 07 - Railroad Tracks > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730373/birthday-crack,3.2,-1,"Trad, TR",5.7+,1,50,43.41722,-89.72695
"Chouinard's Crack (1st Half Pitch of Peking)","(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106633246/chouinards-crack-1st-half-pitch-of-peking,3.2,-1,"Trad, TR",5.9-,1,50,44.3696,-121.13916
"Sunset Streaks","Main Wall > Corte Madera > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/107491542/sunset-streaks,3.4,-1,Sport,5.10a,5,400,32.7509,-116.591
Monstrosity,"Mineshaft Wall > The Palace > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/105911529/monstrosity,3.2,-1,Sport,5.10,1,80,40.6923,-105.379
"The Great Chasm","The Great Chasm > Middle Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105914358/the-great-chasm,3.1,-1,Sport,5.7,3,300,39.5569,-111.6902
"Upside The Cranium","The Monkey Skull > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/105749647/upside-the-cranium,3.5,-1,Sport,5.10b/c,1,100,40.17899,-105.35041
"Plumb Line","Plumb Line Gully > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740648/plumb-line,3.2,-1,"Trad, TR",5.10a,1,50,40.57437,-111.75696
"Leading Should Feel This Way","Talking Headwall > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia",https://www.mountainproject.com/route/106152673/leading-should-feel-this-way,3.1,-1,Sport,5.10c,1,60,38.9466,-78.3022
"Crossbow Chaos Theory","Big Kahuna Pillar > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/107199345/crossbow-chaos-theory,3.2,-1,Sport,5.11a,1,90,44.1479,-107.2578
"80 Feet of Meat","Meat Wall > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/105753391/80-feet-of-meat,3.1,-1,Sport,5.11b,1,,39.72096,-107.6897
"Director of Humor Affairs","Turtle Wall > Saint George > Utah",https://www.mountainproject.com/route/105812577/director-of-humor-affairs,3.2,-1,Sport,5.11a,1,50,37.1498,-113.61205
"Flake Route","05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730640/flake-route,3.7,-1,"Trad, TR","5.10d PG13",1,,43.41359,-89.71252
"Sonny Jim","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105970892/sonny-jim,3.2,-1,Sport,5.11a,1,70,36.00881,-93.29549
"Reefer Madness","Wall of the '90s > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748397/reefer-madness,3.1,-1,Sport,5.11a,1,,39.7388,-105.3222
"Just Another Pretty Face","Parking Lot Rock - East > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740954/just-another-pretty-face,3.2,-1,Sport,5.10c/d,1,80,42.08342,-113.72222
"Free Willie","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749956/free-willie,3.1,-1,Sport,5.11a,1,80,39.99752,-105.41522
"Brinton's Direct","07: Brinton's Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730868/brintons-direct,3.4,-1,"Trad, TR",5.8+,1,90,43.41359,-89.71303
"Better than Bitter","North and West Faces > Challenge Buttress > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741473/better-than-bitter,3.1,-1,Sport,5.10b/c,1,80,40.62207,-111.74571
Cryptic,"Headstone Rock > Ryan Campground > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721750/cryptic,3.0,-1,Sport,5.8,1,50,33.98439,-116.15238
"She got the Bosch, I got Drilled","Orange Oswald Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106002567/she-got-the-bosch-i-got-drilled,3.1,-1,Sport,5.10a,1,90,38.2422,-80.83949
Orgasm,"12: Rainy Wednesday Tower > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730823/orgasm,3.2,-1,"Trad, TR",5.8,1,80,43.41361,-89.71457
"Scream Cheese","Anteater - West > Anteater Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741593/scream-cheese,3.1,-1,Sport,5.9,1,70,42.08229,-113.7218
"Bad Moon Rising","(q) Mesa Verde Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105803451/bad-moon-rising,3.3,-1,Sport,5.11a,1,90,44.36866,-121.14442
"Rat Stew","Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106061906/rat-stew,3.1,-1,Sport,5.10a,1,75,37.72482,-83.62612
B-B-Buttress,"The Northwest Territories > *Rumney > New Hampshire",https://www.mountainproject.com/route/106147475/b-b-buttress,3.2,-1,Sport,5.9+,1,,43.80478,-71.84537
