Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sweetie Pie","Illicit Sweetie Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649376/sweetie-pie,2.8,-1,Boulder,V-easy,1,18,33.99802,-116.15351
Sweetielicious,"Illicit Sweetie Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649385/sweetielicious,2.2,-1,Boulder,V0-,1,18,33.99802,-116.15351
"Illicit Sweetie","Illicit Sweetie Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105798054/illicit-sweetie,3.1,-1,Boulder,V0,1,18,33.99802,-116.15351
"Mulligan Mantle","Illicit Sweetie Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114085260/mulligan-mantle,2.0,-1,Boulder,V3,1,8,33.99802,-116.15351
"The Halfling","Halfling Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649431/the-halfling,2.5,-1,Boulder,V2,1,15,33.99792,-116.15341
"The Real Slam Dunk","Halfling Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649438/the-real-slam-dunk,2.0,-1,Boulder,V3,1,12,33.99792,-116.15341
"The Sideling","Halfling Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111505610/the-sideling,3.1,-1,Boulder,V3,1,13,33.99792,-116.15341
Unnamed,"Nicole Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108682718/unnamed,2.7,-1,Boulder,V3,1,15,33.99779,-116.1536
Unknown,"Strawberry Contraceptives Boulder > The Hang > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111735651/unknown,2.0,-1,Boulder,V1,1,11,33.99762,-116.15424
Wormhole,"Planet X Boulder > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105797257/wormhole,1.9,-1,Boulder,"V0+ R",1,20,33.99712,-116.15523
"Planet Y","Planet X Boulder > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106917339/planet-y,2.5,-1,Boulder,"V3 R",1,21,33.99712,-116.15523
"Alright Arete","OK Corridor > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105798072/alright-arete,2.6,-1,Boulder,"V-easy R",1,22,33.99638,-116.15553
"Jerry's Kids","Jerry's Boulder > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106123996/jerrys-kids,3.0,-1,Boulder,V4,1,,33.99638,-116.15553
"Boulder Crack","Boulder Crack Rock > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106666829/boulder-crack,2.8,-1,Boulder,V2,1,13,33.99638,-116.15553
Traverse,"Satellite Boulder > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114234841/traverse,2.0,-1,Boulder,V2,1,,33.99638,-116.15553
"Satellite Boulder Left","Satellite Boulder > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107601458/satellite-boulder-left,3.4,-1,Boulder,"V3 PG13",1,18,33.99638,-116.15553
"Unnamed 5.7","The Wedge > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116187768/unnamed-57,2.0,-1,Boulder,V-easy,1,,33.99662,-116.15592
"Lucky Strike","The Wedge > Planet X Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116187232/lucky-strike,2.0,-1,Boulder,V0,1,,33.99662,-116.15592
Mahogany,"The Wood Block > Love Nest Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106641431/mahogany,2.0,-1,Boulder,V2,1,12,33.9966,-116.1554
"Woody Problem","The Wood Block > Love Nest Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106641436/woody-problem,2.0,-1,Boulder,V4,1,13,33.9966,-116.1554
"California Babylon","Transplants Boulder > Love Nest Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106655057/california-babylon,2.0,-1,Boulder,V-easy,1,10,33.9966,-116.1554
"Welcome to Reality","Adolescents Block > Love Nest Area > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106670122/welcome-to-reality,2.0,-1,Boulder,V4,1,15,33.9966,-116.1554
X-Men,"X-Men Boulder > Planet X Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108549284/x-men,3.3,-1,Boulder,V4-5,1,20,33.99662,-116.15492
"Up 20","Sandy Wash Corridor > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106096439/up-20,3.0,-1,Boulder,"V2 R",1,20,33.98932,-116.16342
"Lunge For It (aka All Lunged Out)","Sandy Wash Corridor > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723310/lunge-for-it-aka-all-lunged-out,2.5,-1,Boulder,V3,1,10,33.98932,-116.16342
Capuchon,"The Hatrack > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106567996/capuchon,2.0,-1,Boulder,V0,1,12,33.98932,-116.16342
"Young Dong","The Hatrack > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114269622/young-dong,2.8,-1,Boulder,V0,1,12,33.98932,-116.16342
"Ample Mantle","Parking Lot Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108630058/ample-mantle,3.0,-1,Boulder,V1,1,15,33.98932,-116.16342
Collieherb,"Collieherb Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723304/collieherb,2.6,-1,Boulder,V0,1,15,33.98932,-116.16342
Herbaliser,"Collieherb Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106314646/herbaliser,2.0,-1,Boulder,V2,1,15,33.98932,-116.16342
"South Arete","Pumping Monzonite Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725530/south-arete,2.3,-1,Boulder,"V0- R",1,20,33.9877,-116.1613
"Gram Parsons Memorial Hand Traverse","Gram Parsons Memorial Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725212/gram-parsons-memorial-hand-traverse,2.5,-1,Boulder,V0-,1,25,33.98932,-116.16342
"Left Flake","Gram Parsons Memorial Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108559738/left-flake,2.3,-1,Boulder,V0,1,12,33.98932,-116.16342
"False Ayatollah","Ayatollah Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106047143/false-ayatollah,2.3,-1,Boulder,"V0 R",1,20,33.98932,-116.16342
Vibrator,"Vibrator Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106096452/vibrator,2.0,-1,Boulder,V2,1,15,33.98932,-116.16342
"White Crack","Cap Rock > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106161774/white-crack,2.7,-1,Boulder,V-easy,1,15,33.98965,-116.16317
"Short Crack","Cap Rock > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106700853/short-crack,2.0,-1,Boulder,V0,1,11,33.98965,-116.16317
"Love Handles","Cap Rock > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106707141/love-handles,2.0,-1,Boulder,V3,1,20,33.98965,-116.16317
"French Roast","French Roast Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106314686/french-roast,2.0,-1,Boulder,V2,1,12,33.98932,-116.16342
"Powell Pinch","Powell Pinch Boulder > Cap Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110053044/powell-pinch,2.0,-1,Boulder,V2,1,12,33.98932,-116.16342
"Saturday Night Live","Saturday Night Live Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723517/saturday-night-live,3.5,-1,Boulder,V4,1,13,34.01431,-116.17112
"Betty Jo Yablonksi","Betty Jo Rock > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725209/betty-jo-yablonksi,3.6,-1,Boulder,"5.10a V0 R",1,25,34.01278,-116.16834
"Stand Up for Your Rights","Entrance Boulder > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143763/stand-up-for-your-rights,2.5,-1,Boulder,V0,1,16,34.01258,-116.16829
"Sign Problem","Entrance Boulder > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143769/sign-problem,2.1,-1,Boulder,V0,1,17,34.01258,-116.16829
"Evan's Problem","Sports Challenge Rock > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116494567/evans-problem,4.0,-1,Boulder,V4,1,5,34.01431,-116.17112
Showstopper,"Showstopper Rock > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106048345/showstopper,2.3,-1,Boulder,V3,1,15,34.01431,-116.17112
Trailblazer,"Trailblazer Rock > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106461647/trailblazer,2.0,-1,Boulder,V2,1,13,34.01431,-116.17112
"Hop Wallop","Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106625540/hop-wallop,2.0,-1,Boulder,V0-,1,10,34.01431,-116.17112
"Northwest Arete","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106047068/northwest-arete,2.4,-1,Boulder,V-easy,1,20,34.0099,-116.16866
"Right Arete","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106118465/right-arete,2.3,-1,Boulder,V0-,1,18,34.0099,-116.16866
Placebo,"Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143787/placebo,2.0,-1,Boulder,V0,1,15,34.0099,-116.16866
"Turtle Face, Left","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105901228/turtle-face-left,2.8,-1,Boulder,V1-,1,20,34.0099,-116.16866
"Turtle Face Center","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106146685/turtle-face-center,2.8,-1,Boulder,V2,1,20,34.0099,-116.16866
"Block Party","Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106048321/block-party,2.6,-1,Boulder,V2-,1,25,34.01102,-116.16606
Turboflange,"Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294790/turboflange,2.0,-1,Boulder,"V2 R",1,35,34.01102,-116.16606
Shipwreck,"Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106069186/shipwreck,3.2,-1,Boulder,"V3 R",1,20,34.01102,-116.16606
"Fist Full of Walnuts","Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106076661/fist-full-of-walnuts,3.1,-1,Boulder,V3,1,15,34.01102,-116.16606
Neoflange,"Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294796/neoflange,2.0,-1,Boulder,"V4 R",1,35,34.01102,-116.16606
"The Button High","So High Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108304007/the-button-high,3.0,-1,Boulder,V3,1,25,34.01007,-116.1687
"Classic Curl","Black Velvet Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073934/classic-curl,2.8,-1,Boulder,V1-,1,20,34.01102,-116.16606
"Black Velvet","Black Velvet Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073939/black-velvet,3.0,-1,Boulder,V2-3,1,20,34.01102,-116.16606
"Yawning Flare","Jump Chump Clump > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073949/yawning-flare,1.8,-1,Boulder,V2,1,20,34.01102,-116.16606
"Jump Chump","Jump Chump Clump > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073955/jump-chump,3.0,-1,Boulder,V2,1,15,34.01102,-116.16606
"Turnbuckle Arete","Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106296025/turnbuckle-arete,1.9,-1,Boulder,V-easy,1,12,34.01102,-116.16606
Turnbuckle,"Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106076122/turnbuckle,2.3,-1,Boulder,V1,1,12,34.01102,-116.16606
"Creeping Jew","The Hat > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106118154/creeping-jew,2.6,-1,Boulder,V0+,1,20,34.01126,-116.16755
"West Arete","Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117043/west-arete,1.9,-1,Boulder,V0-,1,20,34.00987,-116.16843
"Morning Glory","Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294784/morning-glory,2.5,-1,Boulder,V1,1,20,34.00987,-116.16843
"Act of Contrition","Broken Egg > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143002/act-of-contrition,3.6,-1,Boulder,"V1 R",1,20,34.01116,-116.16725
"Discount Dyno","Discount Dyno Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107054245/discount-dyno,2.0,-1,Boulder,V0,1,10,34.01102,-116.16606
"The Sarsen Stone","The Sarsen Stones > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113787416/the-sarsen-stone,2.0,-1,Boulder,"V0- PG13",1,,34.01077,-116.16841
"Hot and Juicy","Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126580/hot-and-juicy,2.6,-1,Boulder,V-easy,1,17,34.01273,-116.16842
"Semi-Precious (aka  Poorman's Stem Gem)","Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126587/semi-precious-aka-poormans-stem-gem,2.2,-1,Boulder,V0+,1,15,34.01273,-116.16842
"Belly Roll","Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126621/belly-roll,1.8,-1,Boulder,V1,1,12,34.01273,-116.16842
"Pony Stampede","Pony Stampede Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116175693/pony-stampede,2.0,-1,Boulder,V2,1,6,34.01237,-116.16206
Pigpen,"Pigpen Boulder > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722992/pigpen,3.9,-1,Boulder,V4,1,10,34.01527,-116.15807
Manx,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115224/manx,1.9,-1,Boulder,V-easy,1,16,34.01428,-116.15827
Thingamajig,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105933364/thingamajig,2.2,-1,Boulder,V0-,1,16,34.01428,-116.15827
Grunge,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725497/grunge,1.9,-1,Boulder,V0,1,13,34.01428,-116.15827
Fishbait,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115235/fishbait,2.0,-1,Boulder,V1,1,12,34.01428,-116.15827
Scuttlebutt,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908394/scuttlebutt,1.9,-1,Boulder,V1,1,15,34.01428,-116.15827
Thingamajump,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106686950/thingamajump,2.0,-1,Boulder,V1,1,15,34.01428,-116.15827
Xylophone,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115244/xylophone,2.2,-1,Boulder,V2,1,14,34.01428,-116.15827
"The Boxer Problem","Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908403/the-boxer-problem,2.4,-1,Boulder,V2,1,13,34.01428,-116.15827
"Meat Substitute","Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106072544/meat-substitute,2.7,-1,Boulder,V2,1,15,34.01428,-116.15827
"Out of Touch","Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115216/out-of-touch,2.3,-1,Boulder,V2+,1,15,34.01428,-116.15827
Undertow,"Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908399/undertow,2.7,-1,Boulder,V3,1,16,34.01428,-116.15827
"Off Camber","Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725494/off-camber,3.0,-1,Boulder,V4,1,15,34.01428,-116.15827
"Key Largo","Chip Flakey Boulder > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113970516/key-largo,3.3,-1,Boulder,V2,1,,34.0136,-116.15473
"Chip Flakey","Chip Flakey Boulder > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115378/chip-flakey,2.0,-1,Boulder,V4,1,15,34.0136,-116.15473
"The Womb","The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106051737/the-womb,2.4,-1,Boulder,V-easy,1,13,34.01417,-116.15807
"At Your Cervix","The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114302640/at-your-cervix,2.0,-1,Boulder,V-easy,1,20,34.01417,-116.15807
"Unnamed V0","The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114429393/unnamed-v0,2.2,-1,Boulder,V0,1,13,34.01398,-116.15439
"Face Off","The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106275701/face-off,2.0,-1,Boulder,V2,1,12,34.01346,-116.15442
Ultraviolet,"The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106275716/ultraviolet,1.8,-1,Boulder,V2,1,12,34.01346,-116.15442
Optigrip,"The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106934643/optigrip,2.0,-1,Boulder,V3,1,15,34.01346,-116.15442
Peabrain,"The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106275707/peabrain,2.9,-1,Boulder,V4,1,15,34.01346,-116.15442
"Medicine Man Sit Start","Little Big Horn Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108569091/medicine-man-sit-start,2.0,-1,Boulder,V1,1,12,34.01346,-116.15442
"Burning Sensation","Little Big Horn Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115337/burning-sensation,2.4,-1,Boulder,V3-,1,15,34.01346,-116.15442
"The Smoke Detector","Little Big Horn Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115349/the-smoke-detector,2.8,-1,Boulder,V4-,1,15,34.01346,-116.15442
"Hershey Kiss South Arete","Hershey Kiss Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106292542/hershey-kiss-south-arete,2.0,-1,Boulder,V1,1,15,34.14302,-116.31326
"Double Orifice","Double Orifice Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112803999/double-orifice,2.0,-1,Boulder,V4,1,10,34.01889,-116.16214
"Brief Squeeze","Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116171449/brief-squeeze,3.0,-1,Boulder,V1-,1,8,34.0184,-116.16365
"Pocket Rocket","Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/115708188/pocket-rocket,2.7,-1,Boulder,V3,1,20,34.0184,-116.16365
"Old Triangle Classic","Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106041356/old-triangle-classic,2.3,-1,Boulder,V0+,1,15,34.0184,-116.16365
"Dynamo Hum","Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725293/dynamo-hum,2.8,-1,Boulder,V1,1,20,34.0184,-116.16365
"Intersection Boulder, Left","Intersection Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722809/intersection-boulder-left,2.0,-1,Boulder,V0,1,20,34.0184,-116.16365
